cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
19.31,46.18,378.02,801.84,1,1,0,1,1.0,0.012,258.09,722.67,0.018,32.74,0
54.48,84.54,200.84,256.39,2,2,1,1,3.75,0.0475,238.9,1417.54,0.1366,69.51,0
14.53,15.66,134.31,129.22,1,2,0,1,1.0,0.012,293.61,349.34,0.018,15.09,1
50.95,77.81,109.61,592.22,0,1,1,1,3.75,0.0475,226.94,1292.49,0.1366,64.38,0
65.02,43.39,397.47,253.42,0,2,2,1,1.0,0.0116,230.16,1025.13,0.0174,54.2,0
72.77,71.21,328.38,777.44,2,1,2,1,1.0,0.0116,226.34,1447.14,0.0174,71.99,0
57.11,20.33,437.06,750.53,1,2,1,1,3.75,0.0475,263.04,756.05,0.1366,38.72,0
17.96,27.64,70.35,392.8,1,1,0,1,1.0,0.012,262.41,420.01,0.018,22.8,1
78.41,23.85,117.16,341.36,0,1,0,1,1.0,0.012,237.33,935.01,0.018,51.13,0
28.32,79.22,241.48,608.87,2,0,2,1,1.0,0.0116,259.34,1064.18,0.0174,53.77,0
34.63,98.2,318.32,738.76,0,2,1,1,3.75,0.0475,233.67,1316.42,0.1366,66.42,2
73.36,29.57,215.01,451.83,1,2,1,1,3.75,0.0475,242.23,1065.9,0.1366,51.47,0
86.21,84.87,231.58,399.97,1,2,0,1,1.0,0.012,242.01,1695.52,0.018,85.54,2
29.96,80.24,140.53,172.06,1,0,0,1,1.0,0.012,242.16,1101.29,0.018,55.1,0
26.67,35.08,148.42,264.55,0,2,0,1,1.0,0.012,263.64,659.17,0.018,30.88,0
62.92,41.78,409.9,599.22,1,1,0,1,1.0,0.012,252.09,1102.07,0.018,52.35,0
40.85,22.11,92.49,848.37,2,1,1,1,3.75,0.0475,270.83,661.92,0.1366,31.48,0
40.49,60.74,142.24,767.8,1,2,1,1,3.75,0.0475,252.46,999.91,0.1366,50.62,0
34.37,32.28,78.14,513.05,1,1,1,1,3.75,0.0475,273.5,740.86,0.1366,33.33,0
23.66,63.8,349.13,477.4,1,0,2,1,1.0,0.0116,248.92,957.41,0.0174,43.73,0
59.67,60.48,444.49,463.13,0,1,2,1,1.0,0.0116,246.38,1269.93,0.0174,60.08,0
13.73,38.99,301.89,872.14,2,0,1,1,3.75,0.0475,266.32,621.72,0.1366,26.36,0
38.02,64.93,372.27,345.36,0,1,1,1,3.75,0.0475,238.7,1018.27,0.1366,51.48,0
44.59,71.17,148.21,954.97,2,2,0,1,1.0,0.012,251.96,1146.9,0.018,57.88,0
64.75,35.29,128.07,441.78,0,1,1,1,3.75,0.0475,245.48,1063.26,0.1366,50.02,0
96.65,66.55,132.85,195.09,1,1,0,1,1.0,0.012,221.63,1696.19,0.018,81.6,2
59.12,42.35,86.66,274.01,2,0,1,1,3.75,0.0475,248.12,1043.04,0.1366,50.73,0
56.01,54.31,309.78,879.02,1,2,1,1,3.75,0.0475,244.29,1117.48,0.1366,55.16,0
43.22,42.15,204.84,568.49,1,0,0,1,1.0,0.012,267.44,845.79,0.018,42.69,0
36.67,31.02,68.94,116.09,0,1,0,1,1.0,0.012,265.81,688.61,0.018,33.84,0
53.19,66.48,443.15,985.68,1,1,2,1,1.0,0.0116,235.71,1269.37,0.0174,59.84,0
53.76,19.81,161.84,385.25,1,1,1,1,3.75,0.0475,265.8,746.34,0.1366,36.78,0
40.1,45.51,288.47,245.23,0,1,1,1,3.75,0.0475,270.48,871.76,0.1366,42.8,0
45.69,65.99,438.06,954.57,2,1,0,1,1.0,0.012,227.13,1114.02,0.018,55.84,0
80.64,73.69,404.88,565.54,0,2,1,1,3.75,0.0475,211.42,1533.62,0.1366,77.16,0
69.13,90.85,229.78,394.12,2,2,2,1,1.0,0.0116,218.78,1604.47,0.0174,79.99,2
41.4,93.66,423.78,968.52,2,0,0,1,1.0,0.012,236.18,1320.4,0.018,67.53,2
57.84,12.94,264.02,466.97,2,2,2,1,1.0,0.0116,269.15,658.69,0.0174,35.39,0
72.64,23.85,417.12,302.0,0,1,1,1,3.75,0.0475,253.78,889.11,0.1366,48.25,0
94.64,95.85,461.69,433.14,0,2,1,1,3.75,0.0475,209.49,1901.26,0.1366,95.25,2
41.57,42.63,412.57,395.36,2,0,2,1,1.0,0.0116,242.71,700.39,0.0174,42.1,0
20.36,89.49,236.67,448.55,1,1,1,1,3.75,0.0475,237.98,1196.16,0.1366,54.92,2
79.41,16.66,211.31,204.28,1,2,2,1,1.0,0.0116,255.28,1009.48,0.0174,48.03,0
78.99,96.96,486.53,878.56,1,1,0,1,1.0,0.012,228.01,1799.61,0.018,87.97,2
74.42,91.81,130.86,313.79,0,1,2,1,1.0,0.0116,216.63,1720.94,0.0174,83.12,2
67.07,21.36,354.28,392.59,0,1,1,1,3.75,0.0475,251.14,894.36,0.1366,44.21,0
11.05,47.98,182.77,537.4,2,0,1,1,3.75,0.0475,265.0,594.94,0.1366,29.52,0
37.09,55.24,75.28,541.99,0,0,2,1,1.0,0.0116,248.9,995.48,0.0174,46.17,0
57.93,14.66,201.47,220.97,2,1,1,1,3.75,0.0475,273.77,697.06,0.1366,36.3,0
77.14,62.5,482.98,437.38,0,0,1,1,3.75,0.0475,237.08,1376.34,0.1366,69.82,0
45.3,49.37,456.87,413.43,0,2,0,1,1.0,0.012,267.69,950.4,0.018,47.33,0
91.86,61.21,392.98,830.63,0,0,1,1,3.75,0.0475,215.47,1435.3,0.1366,76.53,2
11.77,89.15,484.52,407.41,1,1,1,1,3.75,0.0475,259.05,1035.54,0.1366,50.46,2
92.11,28.96,330.33,668.4,2,1,2,1,1.0,0.0116,233.21,1230.49,0.0174,60.53,2
63.13,34.13,330.87,468.47,1,2,0,1,1.0,0.012,230.55,1057.42,0.018,48.63,0
17.95,72.91,215.76,489.11,1,2,0,1,1.0,0.012,258.07,830.36,0.018,45.43,0
28.68,61.19,440.48,488.9,0,0,2,1,1.0,0.0116,254.55,923.85,0.0174,44.94,0
53.65,17.69,487.61,566.21,1,0,0,1,1.0,0.012,250.66,743.03,0.018,35.67,0
93.94,58.98,140.13,655.11,1,2,0,1,1.0,0.012,232.23,1573.56,0.018,76.46,2
74.66,87.64,130.67,820.0,1,0,1,1,3.75,0.0475,197.32,1677.86,0.1366,81.15,2
47.62,86.8,435.27,189.31,1,0,2,1,1.0,0.0116,230.43,1323.86,0.0174,67.21,2
35.38,25.97,387.78,826.15,1,2,0,1,1.0,0.012,269.12,619.37,0.018,30.68,0
23.04,54.05,493.54,317.85,1,1,2,1,1.0,0.0116,272.88,808.5,0.0174,38.55,0
96.92,48.92,190.32,555.53,0,0,0,1,1.0,0.012,217.69,1451.2,0.018,72.92,2
91.86,10.56,414.81,953.53,2,0,1,1,3.75,0.0475,249.24,1052.12,0.1366,51.21,2
17.68,99.72,275.99,635.85,2,2,1,1,3.75,0.0475,241.44,1172.79,0.1366,58.7,2
82.71,78.61,409.02,492.02,0,0,1,1,3.75,0.0475,217.84,1619.48,0.1366,80.66,0
79.56,82.29,119.04,429.9,1,0,1,1,3.75,0.0475,208.8,1599.84,0.1366,80.93,0
17.83,46.76,217.71,333.78,0,2,1,1,3.75,0.0475,267.37,735.63,0.1366,32.3,0
49.59,67.96,221.43,149.11,0,2,2,1,1.0,0.0116,249.63,1185.89,0.0174,58.77,0
39.88,51.88,56.16,173.44,1,1,0,1,1.0,0.012,243.41,1013.17,0.018,45.88,0
44.49,29.47,249.16,143.53,1,0,0,1,1.0,0.012,267.28,760.51,0.018,36.98,0
82.46,86.05,227.77,146.14,0,0,2,1,1.0,0.0116,232.44,1637.97,0.0174,84.25,2
47.41,33.25,440.16,702.34,2,0,1,1,3.75,0.0475,252.88,660.89,0.1366,40.33,0
71.58,49.61,104.92,545.66,0,1,2,1,1.0,0.0116,247.63,1150.86,0.0174,60.59,0
22.29,68.65,382.37,384.06,2,2,2,1,1.0,0.0116,242.64,991.53,0.0174,45.47,0
19.56,79.83,413.58,790.99,2,0,0,1,1.0,0.012,253.38,952.67,0.018,49.7,0
43.08,16.14,61.62,221.65,2,1,1,1,3.75,0.0475,270.96,618.68,0.1366,29.61,0
18.13,85.18,194.35,267.87,0,1,2,1,1.0,0.0116,249.34,1007.93,0.0174,51.66,2
17.97,53.89,84.94,466.79,0,0,2,1,1.0,0.0116,257.32,711.37,0.0174,35.93,0
32.2,52.39,347.86,776.06,2,2,0,1,1.0,0.012,262.37,921.95,0.018,42.3,0
20.83,16.08,375.81,935.93,1,1,2,1,1.0,0.0116,271.59,360.02,0.0174,18.45,1
49.4,37.93,392.96,942.56,2,1,1,1,3.75,0.0475,260.04,902.52,0.1366,43.66,0
79.3,29.42,330.3,176.81,2,2,2,1,1.0,0.0116,246.1,1054.62,0.0174,54.36,0
77.66,83.08,475.59,381.63,1,1,0,1,1.0,0.012,229.92,1651.02,0.018,80.37,0
71.93,49.38,164.6,856.78,0,2,2,1,1.0,0.0116,260.92,1182.81,0.0174,60.66,0
42.83,67.69,259.78,270.94,1,1,1,1,3.75,0.0475,249.77,1195.02,0.1366,55.26,0
24.67,31.04,60.67,851.45,0,2,1,1,3.75,0.0475,277.06,539.2,0.1366,27.86,0
17.43,23.91,247.8,559.41,2,2,2,1,1.0,0.0116,270.76,357.1,0.0174,20.67,1
86.86,49.52,431.14,903.78,2,0,1,1,3.75,0.0475,237.75,1216.78,0.1366,68.19,2
24.4,12.1,390.3,512.67,1,2,1,1,3.75,0.0475,287.36,350.23,0.1366,18.25,1
97.7,98.76,364.17,582.49,2,2,0,1,1.0,0.012,211.27,1935.75,0.018,98.23,2
23.9,12.29,340.62,673.21,0,0,0,1,1.0,0.012,276.28,351.44,0.018,18.09,1
20.82,33.9,57.9,363.98,0,2,2,1,1.0,0.0116,273.66,624.65,0.0174,27.36,0
50.71,67.92,286.88,758.43,2,2,1,1,3.75,0.0475,234.17,1162.11,0.1366,59.31,0
46.29,85.03,416.6,650.65,2,0,0,1,1.0,0.012,220.62,1277.73,0.018,65.66,2
34.45,83.44,220.24,179.56,1,2,2,1,1.0,0.0116,229.29,1269.93,0.0174,58.95,0
18.92,66.07,251.09,800.19,0,1,2,1,1.0,0.0116,251.85,826.33,0.0174,42.49,0
22.21,23.11,363.84,678.53,1,1,0,1,1.0,0.012,268.82,476.97,0.018,22.66,1
75.44,60.59,476.19,546.63,0,0,1,1,3.75,0.0475,221.07,1340.95,0.1366,68.02,0
36.67,94.45,418.43,985.21,1,0,0,1,1.0,0.012,215.36,1268.18,0.018,65.56,2
96.73,86.77,182.5,446.59,2,1,2,1,1.0,0.0116,203.78,1877.82,0.0174,91.75,2
22.87,78.54,328.2,191.01,0,1,1,1,3.75,0.0475,251.74,988.75,0.1366,50.71,0
70.56,17.3,478.17,854.64,2,0,0,1,1.0,0.012,261.07,902.2,0.018,43.93,0
25.45,34.51,58.28,922.87,2,0,2,1,1.0,0.0116,271.98,550.68,0.0174,29.98,0
65.86,28.12,227.81,135.51,2,0,1,1,3.75,0.0475,279.45,864.65,0.1366,46.99,0
56.92,97.84,106.5,115.25,2,0,0,1,1.0,0.012,229.35,1577.19,0.018,77.38,2
30.12,96.69,55.47,972.89,1,1,1,1,3.75,0.0475,238.84,1268.73,0.1366,63.41,2
38.8,90.6,225.14,109.75,1,0,2,1,1.0,0.0116,238.54,1287.49,0.0174,64.7,2
75.21,38.04,402.32,498.39,0,0,1,1,3.75,0.0475,258.66,1128.45,0.1366,56.62,0
28.99,85.75,63.66,859.43,0,0,1,1,3.75,0.0475,227.79,1136.98,0.1366,57.37,2
85.61,99.05,450.28,434.32,2,1,0,1,1.0,0.012,207.18,1776.34,0.018,92.33,2
67.27,78.5,122.03,515.4,1,2,0,1,1.0,0.012,225.02,1415.17,0.018,72.88,0
99.06,71.59,477.04,228.3,2,2,2,1,1.0,0.0116,224.45,1601.22,0.0174,85.33,2
84.56,17.22,264.58,667.08,2,1,2,1,1.0,0.0116,254.02,1046.29,0.0174,50.89,0
18.69,31.77,55.58,521.89,1,2,1,1,3.75,0.0475,282.77,423.78,0.1366,25.23,0
78.12,64.6,125.05,817.68,2,0,0,1,1.0,0.012,224.15,1439.13,0.018,71.36,0
10.46,24.47,296.93,722.71,1,0,2,1,1.0,0.0116,270.62,382.13,0.0174,17.46,1
83.27,71.66,99.69,360.27,2,0,1,1,3.75,0.0475,211.68,1508.03,0.1366,77.47,0
57.25,73.66,163.48,502.05,2,2,1,1,3.75,0.0475,231.92,1292.28,0.1366,65.45,0
97.78,83.53,433.65,944.17,1,0,2,1,1.0,0.0116,207.29,1775.77,0.0174,90.66,2
83.6,29.22,277.63,856.63,1,1,1,1,3.75,0.0475,246.68,1213.31,0.1366,56.41,0
46.25,56.77,498.44,221.7,2,1,2,1,1.0,0.0116,238.83,1111.66,0.0174,51.51,0
45.73,24.07,382.08,424.43,2,0,0,1,1.0,0.012,253.13,742.68,0.018,34.9,0
93.99,33.89,325.16,710.65,2,1,2,1,1.0,0.0116,244.75,1256.02,0.0174,63.94,2
22.25,85.25,119.65,371.06,0,1,0,1,1.0,0.012,239.38,1007.47,0.018,53.75,2
32.25,88.37,250.39,563.34,0,2,0,1,1.0,0.012,251.18,1119.21,0.018,60.31,2
17.01,95.99,161.13,873.68,2,2,1,1,3.75,0.0475,246.07,1117.97,0.1366,56.5,2
35.54,42.68,340.66,613.7,2,2,2,1,1.0,0.0116,246.9,810.35,0.0174,39.11,0
15.38,89.97,198.08,383.13,0,0,1,1,3.75,0.0475,254.42,1054.47,0.1366,52.67,2
88.27,17.93,399.56,862.79,2,2,0,1,1.0,0.012,244.1,998.05,0.018,53.1,2
16.14,26.84,300.0,362.22,0,2,1,1,3.75,0.0475,260.2,368.38,0.1366,21.49,1
25.12,41.93,229.99,151.65,1,0,2,1,1.0,0.0116,276.05,680.88,0.0174,33.52,0
56.35,58.2,210.6,418.41,0,1,2,1,1.0,0.0116,247.54,1172.86,0.0174,57.28,0
63.38,14.8,254.64,707.31,2,0,1,1,3.75,0.0475,250.32,855.88,0.1366,39.09,0
98.92,50.86,359.72,226.5,2,0,2,1,1.0,0.0116,220.37,1497.08,0.0174,74.89,2
49.39,34.91,301.18,412.3,1,0,1,1,3.75,0.0475,237.2,844.42,0.1366,42.15,0
64.56,78.83,128.68,552.31,2,2,1,1,3.75,0.0475,217.65,1418.64,0.1366,71.69,0
67.64,38.27,481.09,130.08,0,0,0,1,1.0,0.012,235.1,1073.39,0.018,52.95,0
26.95,37.34,91.86,229.48,0,2,0,1,1.0,0.012,266.08,597.26,0.018,32.15,0
67.69,84.02,109.64,875.81,2,2,1,1,3.75,0.0475,223.89,1557.99,0.1366,75.85,0
90.31,26.68,85.54,315.56,1,0,2,1,1.0,0.0116,242.21,1227.99,0.0174,58.5,2
17.15,75.83,134.34,872.36,0,0,1,1,3.75,0.0475,255.19,995.68,0.1366,46.49,0
62.99,43.78,178.6,282.9,1,1,0,1,1.0,0.012,240.66,1136.42,0.018,53.39,0
68.34,15.53,416.18,946.45,1,2,0,1,1.0,0.012,262.07,845.25,0.018,41.94,0
17.89,94.33,299.21,374.97,0,1,0,1,1.0,0.012,232.86,1014.56,0.018,56.11,2
16.12,38.52,170.06,555.33,1,1,2,1,1.0,0.0116,277.63,565.57,0.0174,27.32,0
38.93,52.88,151.71,676.43,0,0,2,1,1.0,0.0116,254.69,931.97,0.0174,45.91,0
66.39,93.37,58.6,529.16,1,2,2,1,1.0,0.0116,231.36,1644.98,0.0174,79.88,2
86.15,26.45,480.33,439.01,1,0,2,1,1.0,0.0116,238.73,1116.87,0.0174,56.3,2
59.33,25.72,183.17,697.44,1,0,1,1,3.75,0.0475,259.32,897.4,0.1366,42.52,0
95.55,44.52,240.97,743.23,0,1,2,1,1.0,0.0116,214.14,1441.54,0.0174,70.03,2
32.92,71.34,392.1,636.07,2,2,1,1,3.75,0.0475,223.15,1002.76,0.1366,52.13,0
88.35,66.83,289.63,203.86,0,0,1,1,3.75,0.0475,213.16,1564.57,0.1366,77.59,2
42.28,92.02,59.42,384.2,0,0,0,1,1.0,0.012,222.59,1404.5,0.018,67.15,2
96.38,14.38,94.1,139.66,0,2,0,1,1.0,0.012,246.37,1040.76,0.018,55.38,2
90.51,81.99,241.35,120.22,0,1,0,1,1.0,0.012,216.83,1639.49,0.018,86.25,2
19.88,59.32,254.47,859.92,1,2,1,1,3.75,0.0475,260.13,745.34,0.1366,39.6,0
41.39,19.99,413.71,952.92,2,0,2,1,1.0,0.0116,250.37,624.46,0.0174,30.69,0
44.7,92.39,392.87,554.6,2,0,2,1,1.0,0.0116,231.25,1385.36,0.0174,68.55,2
24.96,39.95,472.97,408.72,1,0,2,1,1.0,0.0116,267.45,664.45,0.0174,32.45,0
84.03,82.36,298.63,568.15,2,2,1,1,3.75,0.0475,220.73,1638.45,0.1366,83.19,0
28.24,62.88,365.51,712.1,2,0,1,1,3.75,0.0475,252.15,909.03,0.1366,45.56,0
86.36,42.69,407.27,946.89,2,2,0,1,1.0,0.012,249.41,1326.03,0.018,64.53,2
29.51,18.61,60.64,677.77,1,2,1,1,3.75,0.0475,285.58,591.73,0.1366,24.06,1
65.84,76.8,126.45,275.48,2,1,0,1,1.0,0.012,231.65,1449.56,0.018,71.32,0
46.61,39.54,254.3,786.2,1,2,0,1,1.0,0.012,254.49,846.51,0.018,43.08,0
66.92,24.08,263.26,744.76,0,0,1,1,3.75,0.0475,246.02,877.4,0.1366,45.5,0
93.42,96.59,279.03,507.54,0,0,2,1,1.0,0.0116,207.43,1845.59,0.0174,95.0,2
96.67,40.77,334.68,938.83,1,2,1,1,3.75,0.0475,226.82,1384.1,0.1366,68.72,2
60.15,76.84,175.9,608.46,2,2,1,1,3.75,0.0475,229.8,1329.26,0.1366,68.5,0
26.91,16.93,363.27,444.52,0,1,2,1,1.0,0.0116,283.19,489.93,0.0174,21.92,1
97.13,15.99,341.74,166.69,1,1,0,1,1.0,0.012,255.44,1106.6,0.018,56.56,2
16.83,21.6,107.62,236.71,1,2,2,1,1.0,0.0116,284.45,337.31,0.0174,19.21,1
52.3,90.11,368.47,155.98,2,0,2,1,1.0,0.0116,220.44,1528.58,0.0174,71.2,2
12.99,17.07,228.62,219.44,1,2,1,1,3.75,0.0475,302.95,332.64,0.1366,15.03,1
64.87,92.36,120.36,776.62,0,0,0,1,1.0,0.012,204.77,1597.46,0.018,78.62,2
92.55,46.59,114.48,743.25,1,1,1,1,3.75,0.0475,232.72,1298.5,0.1366,69.57,2
77.62,69.13,480.48,162.06,2,1,2,1,1.0,0.0116,225.62,1457.32,0.0174,73.38,0
97.57,45.38,451.42,668.02,1,1,0,1,1.0,0.012,228.66,1502.18,0.018,71.47,2
44.41,49.88,219.29,430.61,0,2,2,1,1.0,0.0116,266.64,948.69,0.0174,47.14,0
97.05,74.36,480.71,484.39,1,1,0,1,1.0,0.012,223.79,1711.13,0.018,85.7,2
80.23,52.87,273.89,284.21,1,0,2,1,1.0,0.0116,220.93,1349.18,0.0174,66.55,0
25.29,21.42,105.48,566.71,0,0,2,1,1.0,0.0116,269.47,402.87,0.0174,23.36,1
25.74,87.02,152.23,853.34,2,1,0,1,1.0,0.012,252.33,1060.3,0.018,56.38,2
71.92,20.83,472.34,263.06,2,1,1,1,3.75,0.0475,240.69,956.12,0.1366,46.38,0
85.09,61.96,340.88,512.53,1,1,2,1,1.0,0.0116,221.22,1472.12,0.0174,73.53,2
61.98,67.11,409.06,456.37,2,1,2,1,1.0,0.0116,236.13,1333.54,0.0174,64.55,0
76.59,92.63,176.02,872.51,1,0,0,1,1.0,0.012,220.52,1679.22,0.018,84.61,2
47.02,31.65,352.57,843.46,2,0,0,1,1.0,0.012,270.45,812.81,0.018,39.34,0
47.57,29.99,103.94,403.85,2,1,0,1,1.0,0.012,259.61,795.8,0.018,38.78,0
17.83,37.29,484.95,950.24,2,0,2,1,1.0,0.0116,280.42,458.23,0.0174,27.56,0
35.42,41.77,452.34,951.81,0,0,1,1,3.75,0.0475,259.51,817.98,0.1366,38.59,0
34.32,96.98,300.97,412.55,0,1,1,1,3.75,0.0475,223.62,1324.96,0.1366,65.65,2
83.82,68.39,238.54,512.23,2,0,1,1,3.75,0.0475,232.48,1480.69,0.1366,76.1,0
80.38,77.66,411.35,566.21,1,1,2,1,1.0,0.0116,225.08,1537.35,0.0174,79.02,0
38.95,86.32,377.99,185.86,2,1,0,1,1.0,0.012,233.0,1249.39,0.018,62.63,2
20.92,98.73,401.31,451.21,2,0,0,1,1.0,0.012,248.45,1204.4,0.018,59.83,2
63.91,66.13,341.83,340.66,0,0,1,1,3.75,0.0475,243.09,1242.99,0.1366,65.02,0
41.73,75.04,193.65,915.32,1,2,2,1,1.0,0.0116,240.03,1158.51,0.0174,58.39,0
26.66,58.77,442.83,759.0,0,1,2,1,1.0,0.0116,262.88,908.34,0.0174,42.72,0
72.46,58.85,163.31,411.13,0,2,2,1,1.0,0.0116,216.56,1387.9,0.0174,65.66,0
74.19,27.93,450.6,358.67,1,1,0,1,1.0,0.012,243.5,1013.06,0.018,51.06,0
34.43,54.7,177.92,220.45,0,2,0,1,1.0,0.012,250.19,898.92,0.018,44.56,0
93.44,97.29,307.07,228.7,2,2,2,1,1.0,0.0116,216.81,1881.64,0.0174,95.37,2
40.33,84.6,243.9,323.84,1,0,1,1,3.75,0.0475,252.54,1291.81,0.1366,62.46,0
40.96,75.97,346.4,938.4,2,0,1,1,3.75,0.0475,244.18,1232.92,0.1366,58.47,0
94.06,78.97,346.08,841.51,0,0,2,1,1.0,0.0116,215.97,1734.21,0.0174,86.52,2
81.86,73.65,135.67,430.05,2,0,0,1,1.0,0.012,224.92,1513.92,0.018,77.75,0
41.47,79.72,347.62,266.68,0,0,0,1,1.0,0.012,251.26,1247.85,0.018,60.59,0
94.75,25.06,275.16,721.8,0,1,1,1,3.75,0.0475,250.21,1265.17,0.1366,59.91,2
89.67,17.8,292.26,921.91,0,0,2,1,1.0,0.0116,257.66,1055.33,0.0174,53.73,2
15.56,18.31,123.26,635.69,2,2,2,1,1.0,0.0116,283.92,189.14,0.0174,16.93,1
93.1,59.03,171.38,732.16,0,1,1,1,3.75,0.0475,232.62,1461.98,0.1366,76.06,2
48.42,52.21,467.85,676.98,2,1,1,1,3.75,0.0475,252.31,908.82,0.1366,50.31,0
73.92,38.29,262.03,839.47,0,1,0,1,1.0,0.012,222.68,1091.71,0.018,56.11,0
46.24,70.53,356.99,383.72,2,2,1,1,3.75,0.0475,245.0,1120.8,0.1366,58.39,0
37.87,28.16,458.97,784.36,1,0,1,1,3.75,0.0475,255.09,713.0,0.1366,33.02,0
72.3,86.43,162.35,540.48,1,1,0,1,1.0,0.012,224.93,1597.68,0.018,79.37,2
30.68,59.74,217.48,695.5,1,2,0,1,1.0,0.012,256.96,849.33,0.018,45.21,0
75.12,61.95,341.47,126.37,1,1,0,1,1.0,0.012,233.39,1490.31,0.018,68.53,0
21.55,62.06,362.04,730.55,2,2,0,1,1.0,0.012,263.52,854.18,0.018,41.8,0
32.08,45.04,179.91,420.11,0,1,0,1,1.0,0.012,251.68,823.88,0.018,38.56,0
32.92,54.01,233.33,987.91,0,2,1,1,3.75,0.0475,258.0,843.19,0.1366,43.47,0
10.08,13.53,489.78,318.12,1,2,2,1,1.0,0.0116,297.8,259.22,0.0174,11.8,1
24.22,72.63,406.97,385.09,2,1,1,1,3.75,0.0475,248.23,948.32,0.1366,48.42,0
32.58,20.84,313.04,972.39,1,0,0,1,1.0,0.012,267.35,525.92,0.018,26.71,0
61.06,33.09,483.32,535.19,0,1,1,1,3.75,0.0475,255.16,1009.71,0.1366,47.08,0
74.26,18.23,139.67,889.72,2,1,1,1,3.75,0.0475,245.92,890.37,0.1366,46.25,0
38.38,45.38,156.62,187.27,2,0,0,1,1.0,0.012,263.08,810.83,0.018,41.88,0
92.89,72.51,378.04,875.52,1,2,0,1,1.0,0.012,225.69,1623.14,0.018,82.7,2
93.2,97.4,474.92,526.79,1,1,1,1,3.75,0.0475,204.98,1907.49,0.1366,95.3,2
84.91,82.51,150.94,303.47,2,2,0,1,1.0,0.012,215.18,1629.37,0.018,83.71,0
17.22,41.93,473.78,701.72,2,0,0,1,1.0,0.012,259.52,662.05,0.018,29.57,0
89.6,59.86,290.55,275.91,1,0,0,1,1.0,0.012,214.3,1420.75,0.018,74.73,2
82.98,85.22,199.49,724.26,0,2,0,1,1.0,0.012,222.7,1741.63,0.018,84.1,2
44.81,17.25,116.22,368.18,0,1,0,1,1.0,0.012,268.9,609.82,0.018,31.03,0
53.25,63.32,421.11,413.03,2,0,0,1,1.0,0.012,248.53,1258.04,0.018,58.28,0
96.23,29.84,448.78,940.87,2,1,1,1,3.75,0.0475,239.22,1295.34,0.1366,63.04,2
42.2,68.3,105.31,899.79,2,0,1,1,3.75,0.0475,214.55,1114.19,0.1366,55.25,0
93.38,47.77,72.78,135.45,1,2,2,1,1.0,0.0116,210.33,1477.42,0.0174,70.58,2
16.21,40.13,191.17,672.08,1,0,1,1,3.75,0.0475,262.13,543.52,0.1366,28.17,0
53.89,68.7,477.74,640.59,0,2,1,1,3.75,0.0475,239.14,1310.65,0.1366,61.3,0
20.65,46.89,427.91,445.45,0,0,2,1,1.0,0.0116,285.08,752.56,0.0174,33.77,0
48.95,63.61,86.28,945.61,2,1,1,1,3.75,0.0475,248.78,1200.06,0.1366,56.28,0
24.99,98.76,419.38,353.33,2,2,0,1,1.0,0.012,240.22,1188.27,0.018,61.88,2
16.15,80.54,178.59,489.49,1,1,0,1,1.0,0.012,240.49,1028.69,0.018,48.34,0
60.77,42.27,345.48,316.36,0,1,0,1,1.0,0.012,248.62,982.7,0.018,51.52,0
62.05,13.23,259.52,588.38,1,2,0,1,1.0,0.012,269.22,672.16,0.018,37.64,0
33.14,74.74,62.65,437.79,2,0,0,1,1.0,0.012,236.0,1096.81,0.018,53.94,0
65.55,97.28,377.43,930.34,1,2,2,1,1.0,0.0116,223.65,1700.67,0.0174,81.41,2
27.57,41.08,201.02,980.67,2,0,1,1,3.75,0.0475,270.07,725.45,0.1366,34.33,0
97.79,61.62,203.74,683.62,0,2,0,1,1.0,0.012,216.8,1555.47,0.018,79.7,2
38.62,93.22,75.3,537.07,2,0,0,1,1.0,0.012,236.13,1356.69,0.018,65.92,2
49.53,64.95,122.16,706.28,2,2,0,1,1.0,0.012,248.32,1098.87,0.018,57.24,0
16.41,11.09,480.43,763.76,2,0,2,1,1.0,0.0116,272.78,226.42,0.0174,13.75,1
14.12,88.44,488.07,971.99,2,0,2,1,1.0,0.0116,243.13,1044.46,0.0174,51.28,2
62.26,94.23,352.51,533.15,0,1,2,1,1.0,0.0116,215.01,1544.75,0.0174,78.25,2
94.45,26.31,79.92,767.01,1,0,0,1,1.0,0.012,251.3,1220.32,0.018,60.38,2
55.49,96.76,222.89,135.1,0,2,0,1,1.0,0.012,222.99,1504.0,0.018,76.12,2
55.28,87.08,346.41,246.64,1,0,2,1,1.0,0.0116,230.81,1393.59,0.0174,71.18,2
58.57,16.97,58.11,192.1,2,2,1,1,3.75,0.0475,269.09,748.32,0.1366,37.77,0
60.98,52.84,348.65,943.15,2,2,2,1,1.0,0.0116,234.51,1173.22,0.0174,56.91,0
83.18,62.96,144.84,313.05,2,2,0,1,1.0,0.012,237.89,1482.67,0.018,73.07,0
29.26,35.5,230.14,830.68,1,1,2,1,1.0,0.0116,278.3,677.81,0.0174,32.38,0
59.0,10.52,196.06,429.82,2,2,2,1,1.0,0.0116,281.19,652.85,0.0174,34.76,0
35.67,66.77,255.04,533.82,0,1,1,1,3.75,0.0475,240.69,1072.24,0.1366,51.22,0
42.67,89.14,376.42,201.33,2,2,1,1,3.75,0.0475,243.43,1306.96,0.1366,65.91,2
